,Requirement,Services
219,System shall let Izogn Manager access sales and usage statistics in under 2 minutes.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon Athena,Amazon RedShift"
220,System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
221,The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.,"Amazon S3,Amazon CloudFront"
222, The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,"Amazon S3,Amazon CloudFront,Amazon Cognito,Amazon Lambda"
223, The website design should be modern  clean  and concise.,"Amazon S3,Amazon CloudFront"
224,The product should be able to be used by 90% of novice users on the Internet.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
225, Users should only have to navigate through a maximum of 4 pages  to create an account with the website.,"Amazon S3,Amazon CloudFront,Amazon Cognito,Amazon Lambda"
226,Users should be able to access their streaming movies in under 2 clicks after logging into the website.,"Amazon S3,Amazon CloudFront,Amazon Cognito,Amazon Lambda,Amazon ElasticSearch"
227,An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon RDS"
228,An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon RDS"
229,The product shall retain the customer s buying preferences and information.,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon RDS"
230,The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.  Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon RDS,Amazon ElasticSearch"
231,The product shall use symbols and words that are naturally understandable by users familiar with websites,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon RDS"
232,The website will use standard Internet conventions when interacting with the user.,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon RDS"
233, Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon RDS,Amazon ElasticSearch"
234, When purchasing a streaming movie or pre-paid card via credit card  the processing time should have a maximum response time of 15 seconds.,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon RDS,Amazon ElasticSearch"
235, When streaming a movie  the buffering time should take no longer than 10 seconds (plus any latency on the user s connection.),"Amazon S3,Amazon CloudFront,Amazon Lambda"
236, While streaming a movie  buffering should only occur if there is latency in the user s connection.,"Amazon S3,Amazon CloudFront,Amazon Lambda"
237, All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon RDS,Amazon KMS"
238, The website shall be available for use 24 hours per day  365 days per year.,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon RDS"
239,The website shall achieve 99.5% up time.,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon RDS"
240, All movies shall be streamed on demand  at any time of the day.,"Amazon S3,Amazon CloudFront,Amazon Lambda"
241,The website shall continue to operate if the streaming server goes down.,"Amazon S3,Amazon CloudFront,Amazon Lambda"
242,The website shall continue to operate if the payment gateway goes down.,"Amazon Amplify,Amazon Lambda,Amazon RDS"
243,The streaming server will support 50 simultaneous streaming connections.,"Amazon S3,Amazon CloudFront,Amazon Lambda"
244,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.,"Amazon S3,Amazon CloudFront,Amazon Lambda"
245, The server will support a maximum of 1 000 simultaneous users.,"Amazon S3,Amazon CloudFront,Amazon Lambda"
246, The website shall be capable of supporting 100 000 customers.,"Amazon S3,Amazon CloudFront,Amazon Lambda"
247,The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.,"Amazon S3,Amazon CloudFront,Amazon Lambda"
248,All aspects of the website shall be accessed by a web browser over the Internet.,"Amazon S3,Amazon CloudFront,Amazon Lambda,Amazon Route53"
249,The same hardware supporting the current website will be used to support the new system.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
250, We must be able to interface with the following browsers,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
251,Website must interface with the CyberSource API to process credit card transactions.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
252,Website must be fully operational with MSN TV2.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
253,Movies shall be encoded and streamed via Windows Media Player 9.0.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon MediaConverter"
254,Movies shall be encoded for 56k and 256k streams.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon MediaConverter"
255,Promotional updates to the website should take a day to update.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda,Amazon EventBridge"
256,Izogn Administrator must be able to update the category listings on the website within 2 minutes.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
257,Izogn Administrator must be able to add new products to the website within 2 minutes.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
258,The system will provide a 24 hour 800 toll free number for support to its customers.,Amazon Connect
259,The website will provide a help section with answers and solutions to common problems.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
260, Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.,Amazon Connect
261,The product shall be able to be installed in the specified environment within 1 working day.,"Amazon ECS,Amazon EKS,Amazon EC2"
262,Only registered customers can purchase streaming movies.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
263, A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
264,Only authorized personnel can access customer records in the database.,"Amazon RDS,Amazon Lambda,Amazon Cognito"
265,Only administrators can activate a pre-paid card.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
266,Only authorized personnel can access sales information.,"Amazon S3,Amazon CloudFront,Amazon Cognito,Amazon RDS,Amazon Lambda"
267,The website shall prevent its data from being corrupted when incorrect data is entered in.,Amazon Textract
268, The website shall protect itself from intentional abuse  and notify the administrator at all occurrences.,"Amazon WAF,Amazon GuardDuty,Amazon SNS,Amazon SES"
269,Data integrity scripts will be run on a weekly basis to verify the integrity of the database.,"Amazon RDS,Amazon Lambda,Amazon EventBridge"
270, The website shall make its user aware of its information practices before collection data from them via a Privacy Policy  accessible on all pages of the website.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
271,The system shall notify customers of changes to its information policy.,"Amazon SES,Amazon SNS"
272,The system shall reveal private information only in compliance with the organization s information policy.,Amazon IAM
273, All customer information will be stored on a secure database  accessible only to authorized personnel.,"Amazon RDS,Amazon Lambda,Amazon KMS"
274,All credit card information will be encrypted in the database.,"Amazon Cognito,Amazon RDS,Amazon Lambda,Amazon KMS"
275,The streaming server will have anti-virus software to prevent infection of malicious viruses.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
276,The website should cater to all tribes in Nigeria.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
277,The website shall not be offensive to religious or ethnic groups.,"Amazon S3,Amazon CloudFront,Amazon RDS,Amazon Lambda"
